,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
1987,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,13500,10510,,,0
2171,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,14400,10520,,,0
2256,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,15300,10526,,,0
2389,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,16200,10528,,,0
2503,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,17100,10546,,,0
2625,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,18000,10550,,,0
2757,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,18900,10553,,,0
2907,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,19800,10560,,,0
3027,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,20700,10561,,,0
3159,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,21600,10561,,,0
3342,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,22500,10563,,,0
3450,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,23400,10595,,,0
3538,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,24300,10598,,,0
3728,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,25200,10602,,,0
3864,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,26100,10605,,,0
3931,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,27000,10610,,,0
4059,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,27900,10611,,,0
4198,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,28800,10620,,,0
4323,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,29700,10624,,,0
4454,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,30600,10624,,,0
4581,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,31500,10628,,,0
4715,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,32400,10628,,,0
4846,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,33300,10628,,,0
4969,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,34200,10628,,,0
5101,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,35100,10638,,,0
5239,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,36000,10639,,,0
5362,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,36900,10642,,,0
5492,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,37800,10643,,,0
5623,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,38700,10644,,,0
5757,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,39600,10644,,,0
5883,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,40500,10646,,,0
6020,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,41400,10654,,,0
6137,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,42300,10672,,,0
6275,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,43200,10697,,,0
6412,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,44100,10697,,,0
6550,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,45000,10698,,,0
6691,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,45900,10700,,,0
6817,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,46800,10702,,,0
6944,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,47700,10702,,,0
7063,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,48600,10704,,,0
7194,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,49500,10705,,,0
7322,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,50400,10706,,,0
7465,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,51300,10706,,,0
7591,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,52200,10707,,,0
7731,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,53100,10715,,,0
7834,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,54000,10715,,,0
7972,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,54900,10716,,,0
8120,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,55800,10724,,,0
8245,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,56700,10730,,,0
8368,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,57600,10730,,,0
8497,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,58500,10743,,,0
8632,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,59400,10743,,,0
8763,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,60300,10744,,,0
8884,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,61200,10751,,,0
8994,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,62100,10756,,,0
9133,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,63000,10764,,,0
9270,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,63900,10765,,,0
9388,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,64800,10769,,,0
9570,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,65700,10769,,,0
9648,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,66600,10769,,,0
9788,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,67500,10769,,,0
9922,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,68400,10772,,,0
10047,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,69300,10772,,,0
10187,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,70200,10794,,,0
10336,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,71100,10797,,,0
10495,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,72000,10797,,,0
10624,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,72900,10797,,,0
10690,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,73800,10798,,,0
10825,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,74700,10798,,,0
10948,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,75600,10800,,,0
11087,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,76500,10800,,,0
11206,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,77400,10802,,,0
11341,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,78300,10802,,,0
11468,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,79200,10804,,,0
11606,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,80100,10805,,,0
11734,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,81000,10805,,,0
11856,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,81900,10806,,,0
12054,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,82800,10806,,,0
12122,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,83700,10806,,,0
12258,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,84600,10806,,,0
12418,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,85500,10806,,,0
12537,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.630100,2024-03-31 19:05:11.080800,1,86400,10806,,,0
83,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.672550,2024-03-31 19:05:11.080800,2,0,6926,,,0
140,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.672550,2024-03-31 19:05:11.080800,2,900,9937,,,0
292,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.672550,2024-03-31 19:05:11.080800,2,1800,10197,,,0
416,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.672550,2024-03-31 19:05:11.080800,2,2700,10280,,,0
558,4a47f4b0c9e5fc7282fc8cbcfbd36e1d401ff3bb,/dev/shm/yoshida/experiment-data,acecov-n5-128kb-24h,acecov_n5,curl_curl_fuzzer_http,2024-03-30 18:54:52.672550,2024-03-31 19:05:11.080800,2,3600,10331,,,0
